,no,co,cl,hh,ha,hs,he,ci,cw,re,la,u1,u2,u3,le,sa,mw,pr,on,ra,h,si,nx,rp,f,hf,vu,fa,sp
2867,8.011,8,011,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[],,4.2,11.58,25.75,0,0,1,0,12.0,0,1
2868,8.012,8,012,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[],,5.1,11.7,54.7,0,0,1,0,12.0,1,0
2869,8.01L,8,01L,0,0,0,0,0,0,0,0,3,2,7,U,[''],[''],[],,5.2,12.2,66.0,0,0,0,0,12.0,1,0
2870,8.02,8,02,0,0,0,0,0,0,0,0,3,2,7,U,[''],[''],"[['18.01', '18.01A'], ['8.01', '8.01L', '8.012', '8.011']]",,5.25,10.26,444.25,0,0,1,0,12.0,1,1
2871,8.021,8,021,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],"[['18.01', '18.01A'], ['8.01', '8.01L', '8.012', '8.011']]",,5.1,9.2,15.0,0,0,0,0,12.0,1,0
2872,8.022,8,022,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],"[['8.01', '8.01L', '8.012', '8.011']]",,6.03,11.19,48.0,0,0,1,0,12.0,1,1
2873,8.03,8,03,0,0,0,0,0,0,1,0,5,0,7,U,[''],[''],"[['18.02', '18.02A', '18.022'], ['8.02', '8.022']]",,5.59,11.09,59.0,0,0,1,0,12.0,1,1
2874,8.033,8,033,0,0,0,0,0,0,1,0,5,0,7,U,[''],[''],"[['18.02', '18.02A', '18.022'], ['8.02', '8.022']]",,6.0,11.2,61.3,0,0,1,0,12.0,1,0
2875,8.04,8,04,0,0,0,0,0,0,1,0,5,0,7,U,[''],[''],"[['8.03'], ['18.03', '18.032']]",,5.8,11.56,56.57,0,0,1,0,12.0,0,1
2876,8.041,8,041,0,0,0,0,0,0,1,0,2,0,10,U,[''],[''],"[['8.03'], ['18.03'], ['18.032']]",,4.8,12.6,21.0,0,0,1,0,12.0,1,0
2877,8.044,8,044,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],"[['8.03'], ['18.03']]",,5.05,12.47,84.5,0,0,1,0,12.0,0,1
2878,8.05,8,05,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[['8.04']],,5.7,13.2,56.7,0,0,1,0,12.0,1,0
2879,8.051,8,051,0,0,0,0,0,0,0,0,2,0,10,U,[''],[''],[['8.04']],,6.2,13.8,24.0,0,0,1,0,12.0,1,1
2880,8.06,8,06,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[['8.05']],,6.12,13.420000000000002,41.0,0,0,1,0,12.0,0,1
2881,8.07,8,07,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],"[['8.03'], ['18.03']]",,5.9,11.1,21.0,0,0,1,0,12.0,1,0
2882,8.09,8,09,0,0,0,0,0,0,0,0,4,0,8,U,[''],['8.309'],[['8.223']],,6.3,12.1,14.3,0,0,1,0,12.0,1,0
2883,8.10,8,10,0,0,0,0,0,0,0,0,2,0,0,U,[''],[''],[],,6.2,4.1,25.0,0,0,0,0,2.0,1,0
2884,8.13,8,13,0,0,0,0,0,0,0,1,0,6,12,U,[''],[''],[['8.04']],,5.89,21.36,27.25,0,0,0,0,18.0,1,1
2885,8.14,8,14,0,0,0,0,0,0,0,0,0,6,12,U,[''],[''],"[['8.05'], ['8.13']]",,6.42,18.62,10.5,0,0,0,0,18.0,0,1
2886,8.16,8,16,0,0,0,0,0,0,0,0,3,0,9,U,[''],['8.316'],"[['8.04'], ['6.100A', '6.100B']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2887,8.18,8,18,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2888,8.19,8,19,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2889,8.21,8,21,0,0,0,0,0,0,1,0,5,0,7,U,[''],[''],"[['18.02', '18.02A', '18.022'], ['3.091', '5.111', '5.112'], ['8.02', '8.022']]",,5.57,11.24,15.67,0,0,0,0,12.0,0,1
2890,8.226,8,226,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],"[['8.04'], ['8.044']]",,5.7,7.9,12.0,1,0,0,0,12.0,0,1
2891,8.231,8,231,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],"[['8.044'], ['8.05']]",,5.6,8.8,9.0,0,0,1,0,12.0,1,0
2892,8.282,8,282,0,0,0,0,0,0,1,0,3,0,6,U,['12.402'],[''],"[['8.01', '8.01L', '8.012', '8.011']]",,6.45,8.4,20.5,0,0,1,0,9.0,0,1
2893,8.286,8,286,0,0,0,0,0,0,1,0,3,0,9,U,[''],[''],"[['18.03'], ['8.02', '8.022']]",,6.7,9.1,39.0,1,0,0,0,12.0,1,0
2894,8.287,8,287,0,0,0,0,0,0,0,1,3,4,8,U,['12.410'],[''],"[['8.282'], ['12.409']]",,6.7,13.7,13.3,0,0,0,0,15.0,1,0
2895,8.290,8,290,0,0,0,0,0,0,1,0,3,0,9,U,['12.425'],['12.625'],"[['8.03'], ['18.03']]",,7.0,8.5,15.0,0,0,0,0,12.0,1,0
2896,8.292,8,292,0,0,0,0,0,0,0,0,3,0,9,U,"['1.066', ' 12.330']",[''],"[['5.60', '8.044']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2897,8.295,8,295,0,0,0,0,0,0,0,0,0,1,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2898,8.298,8,298,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2899,8.299,8,299,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2900,8.309,8,309,0,0,0,0,0,0,0,0,4,0,8,G,[''],['8.09'],[],,6.3,12.1,14.3,0,0,1,0,12.0,1,0
2901,8.311,8,311,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[['8.07']],,6.52,13.03,15.5,0,0,0,0,12.0,0,1
2902,8.316,8,316,0,0,0,0,0,0,0,0,3,0,9,G,[''],['8.16'],"[['8.04'], ['6.100A', '6.100B']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2903,8.321,8,321,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[['8.05']],,6.2,16.3,30.7,0,0,1,0,12.0,1,0
2904,8.323,8,323,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[['8.321']],,6.05,15.98,32.75,0,0,0,0,12.0,0,1
2905,8.324,8,324,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],"[['8.322'], ['8.323']]",,6.6,16.1,15.0,0,0,0,0,12.0,1,0
2906,8.325,8,325,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[['8.324']],,6.3,16.91,12.5,0,0,0,0,12.0,0,1
2907,8.333,8,333,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],"[['8.044'], ['8.05']]",,5.3,21.2,44.7,0,0,1,0,12.0,1,0
2908,8.334,8,334,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[['8.333']],,6.35,17.85,21.5,1,0,0,0,12.0,0,1
2909,8.370,8,370,0,0,0,0,0,0,0,0,3,0,9,G,"['2.111', ' 6.6410', ' 18.435']",[''],"[['8.05'], ['18.06'], ['18.700'], ['18.701'], ['18.C06']]",,5.3,8.6,79.7,0,0,1,0,12.0,1,0
2910,8.371,8,371,0,0,0,0,0,0,0,0,3,0,9,G,"['6.6420', ' 18.436']",[''],[['18.435']],,6.33,14.53,18.0,0,0,0,0,12.0,0,1
2911,8.372,8,372,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['8.371']],,0.0,0.0,0.0,0,0,0,0,12.0,1,0
2912,8.391,8,391,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.4,30.7,120.7,0,1,0,0,0.0,1,0
2913,8.396,8,396,0,0,0,0,0,0,0,0,2,0,1,G,"['5.961', ' 9.980', ' 12.396', ' 18.896']",[''],[],,0.0,0.0,0.0,0,0,0,2,3.0,0,1
2914,8.397,8,397,0,0,0,0,0,0,0,0,2,0,1,G,"['5.962', ' 9.981', ' 12.397', ' 18.897']",[''],[],,0.0,0.0,0.0,0,0,0,1,3.0,0,1
2915,8.398,8,398,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2916,8.399,8,399,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2917,8.422,8,422,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['8.05']],,5.75,14.7,31.0,1,0,0,0,12.0,0,1
2918,8.431,8,431,0,0,0,0,0,0,0,0,3,0,9,G,['6.6340'],[''],"[['6.2300', '8.07']]",,5.25,21.48,13.75,0,0,1,0,12.0,0,1
2919,8.511,8,511,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['8.231']],,4.9,13.3,26.7,0,0,1,0,12.0,1,0
2920,8.512,8,512,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['8.511']],,5.15,14.12,15.0,0,0,0,0,12.0,0,1
2921,8.514,8,514,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['8.322'], ['8.333']]",,5.55,11.9,11.0,1,0,0,0,12.0,0,1
2922,8.582,8,582,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,1,1,0,0,12.0,0,1
2923,8.591,8,591,0,0,0,0,0,0,0,0,3,0,9,G,['7.81'],['7.32'],"[['18.03'], ['18.05']]",,6.2,13.6,35.7,0,0,1,0,12.0,1,0
2924,8.613,8,613,0,0,0,0,0,0,0,0,3,0,9,G,['22.611'],[''],"[['6.2300'], ['8.07'], ['18.04'], ['18.075']]",,5.7,11.4,14.7,0,0,1,0,12.0,1,0
2925,8.701,8,701,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['8.321']],,6.2,11.0,14.7,0,0,1,0,12.0,1,0
2926,8.711,8,711,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],"[['8.321'], ['8.701']]",,4.85,17.13,10.25,0,0,0,0,12.0,0,1
2927,8.751,8,751,0,0,0,0,0,0,0,0,3,0,9,G,['22.51'],['22.022'],[['22.11']],,6.75,9.1,0.0,0,0,0,0,12.0,0,1
2928,8.811,8,811,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['8.701']],,6.4,9.0,7.7,0,0,0,0,12.0,1,0
2929,8.821,8,821,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['8.324']],,0.0,0.0,0.0,1,0,0,0,12.0,1,0
2930,8.871,8,871,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['8.323']],,6.7,10.6,23.0,1,1,0,0,12.0,1,0
2931,8.901,8,901,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,6.45,12.87,14.75,0,0,0,0,12.0,0,1
2932,8.902,8,902,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['8.901']],,6.2,9.0,15.0,0,0,1,0,12.0,1,0
2933,8.942,8,942,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,6.5,11.5,7.0,0,0,0,0,12.0,1,0
2934,8.962,8,962,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],"[['8.07'], ['18.03'], ['18.06']]",,6.08,13.36,42.75,0,0,0,0,12.0,0,1
2935,8.995,8,995,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2936,8.EPE,8,EPE,0,0,0,0,0,0,0,0,0,0,1,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2937,8.S30,8,S30,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,1,0,0,0,0.0,1,0
2938,8.S998,8,S998,0,0,0,0,0,0,0,0,2,0,1,U,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,3.0,1,1
2939,8.THG,8,THG,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.2,49.4,148.0,0,1,0,0,0.0,1,1
2940,8.THU,8,THU,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2941,8.UR,8,UR,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2942,9.00,9,00,0,0,1,0,0,0,0,0,4,0,8,U,[''],[''],[],,6.22,6.55,275.0,0,0,0,0,12.0,0,1
2943,9.000,9,000,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.3,6.5,14.0,0,1,0,0,0.0,1,0
2944,9.01,9,01,0,0,0,0,0,0,1,0,4,0,8,U,[''],[''],[],,5.5,8.3,114.3,0,0,0,0,12.0,1,0
2945,9.011,9,011,0,0,0,0,0,0,0,0,6,0,12,G,[''],[''],[],,6.4,11.2,12.7,0,0,1,0,18.0,1,0
2946,9.012,9,012,0,0,0,0,0,0,0,0,6,0,12,G,[''],[''],[],,6.03,10.27,17.5,0,0,0,0,18.0,0,1
2947,9.013,9,013,0,0,0,0,0,0,0,0,3,0,9,G,['7.68'],[''],[],,5.7,8.2,13.25,0,0,0,0,12.0,0,1
2948,9.014,9,014,0,0,0,0,0,0,0,0,3,1,8,G,[''],[''],[],,6.7,11.8,17.3,0,0,0,0,12.0,1,0
2949,9.015,9,015,0,0,0,0,0,0,0,0,3,0,9,G,['7.65'],[''],[],,6.6,8.4,15.0,0,0,0,0,12.0,1,0
2950,9.016,9,016,0,0,0,0,0,0,0,0,4,0,8,G,['HST.714'],[''],"[['6.3000'], ['8.03']]",,5.5,14.6,7.0,0,0,0,0,12.0,1,0
2951,9.07,9,07,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],[['6.100B']],,5.5,9.5,32.7,0,0,1,0,12.0,1,0
2952,9.09,9,09,0,0,0,0,0,0,0,0,4,0,8,U,['7.29'],[''],"[['7.05', '9.01']]",,5.6,7.82,31.75,0,0,1,0,12.0,0,1
2953,9.110,9,110,0,0,0,0,0,0,0,0,3,0,9,G,['2.152'],[''],"[['2.151', '6.7100', '16.31']]",,5.9,9.8,19.0,0,0,0,0,12.0,0,1
2954,9.12,9,12,0,0,0,0,0,0,0,1,2,4,6,U,[''],[''],"[['9.01'], ['7.012', '7.015', '7.014', '7.016']]",,5.48,11.1,24.0,0,0,0,0,12.0,0,1
2955,9.123,9,123,0,0,0,0,0,0,0,0,3,6,3,G,['20.203'],[''],[],,6.2,7.970000000000001,11.67,0,0,0,0,12.0,0,1
2956,9.13,9,13,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],"[['9.00', '9.01']]",,0.0,0.0,0.0,0,0,1,0,12.0,0,1
2957,9.17,9,17,0,0,0,0,0,0,0,1,2,4,6,U,[''],[''],[['9.01']],,6.1,10.3,12.7,0,0,0,0,12.0,1,0
2958,9.175,9,175,0,0,0,0,0,0,0,0,3,0,9,G,['2.165'],[''],[['2.151']],,0.0,0.0,0.0,0,0,0,0,12.0,1,0
2959,9.18,9,18,0,0,0,0,0,0,0,0,3,0,9,U,['7.49'],"['7.69', ' 9.181']","[['7.03', '7.05', '9.01']]",,6.67,6.57,10.67,0,0,1,0,12.0,0,1
2960,9.181,9,181,0,0,0,0,0,0,0,0,3,0,9,G,['7.69'],"['7.49', ' 9.18']",[['9.011']],,6.67,6.57,10.67,0,0,1,0,12.0,0,1
2961,9.24,9,24,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],"[['7.29'], ['9.01']]",,6.6,8.23,13.0,0,0,1,0,12.0,0,1
2962,9.26,9,26,0,0,0,0,0,0,0,0,3,0,9,U,['20.205'],[''],"[['7.012', '7.015', '7.014', '7.016']]",,6.57,7.26,7.67,0,0,0,0,12.0,0,1
2963,9.285,9,285,0,0,0,0,0,0,0,0,6,0,6,G,['HST.723'],[''],[],,7.0,10.0,3.0,0,0,0,0,12.0,0,1
2964,9.34,9,34,0,0,0,0,0,0,0,0,3,0,9,G,['2.183'],['2.184'],[['2.004']],,5.68,12.21,22.5,0,0,0,0,12.0,0,1
2965,9.35,9,35,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],[['9.01']],,6.2,10.11,7.75,0,0,1,0,12.0,0,1
2966,9.357,9,357,0,0,0,0,0,0,0,0,2,0,7,G,[''],[''],[],,6.38,3.38,3.75,0,1,0,0,9.0,0,1
2967,9.36,9,36,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],[['9.01']],,0.0,0.0,0.0,0,0,0,0,12.0,1,0
2968,9.39,9,39,0,0,0,0,0,0,0,0,3,0,9,U,[''],['9.390'],"[['9.00', '9.01']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2969,9.390,9,390,0,0,0,0,0,0,0,0,3,0,9,G,[''],['9.39'],"[['9.00', '9.01']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2970,9.40,9,40,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],"[['6.100B'], ['9.01'], ['8.02', '8.022']]",,5.33,11.92,46.5,0,0,1,0,12.0,0,1
2971,9.401,9,401,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,12.0,1,0
2972,9.41,9,41,0,0,0,0,0,0,0,0,2,12,4,U,[''],[''],[['9.URG']],,6.7,8.1,2.0,0,0,0,0,18.0,1,0
2973,9.422,9,422,0,0,0,0,0,0,0,0,3,0,9,G,"['20.452', ' MAS.881']",['20.352'],[],,6.3,7.9,12.3,0,0,0,0,12.0,1,0
2974,9.455,9,455,0,0,0,0,0,0,0,0,2,0,7,G,"['15.128', ' 20.454', ' MAS.883']",[''],[],,5.9,5.8,27.3,0,0,0,0,9.0,1,0
2975,9.49,9,49,0,0,0,0,0,0,0,0,3,0,9,U,[''],['9.490'],"[['9.40'], ['18.06']]",,6.3,11.8,16.0,0,0,0,0,12.0,1,0
2976,9.490,9,490,0,0,0,0,0,0,0,0,3,0,9,G,[''],['9.49'],"[['9.40'], ['18.06']]",,6.3,11.8,16.0,0,0,0,0,12.0,1,0
2977,9.50,9,50,0,0,0,0,0,0,0,0,0,12,0,U,[''],[''],[['9.00']],,0.0,0.0,0.0,0,1,0,0,12.0,1,1
2978,9.520,9,520,0,0,0,0,0,0,0,0,3,0,9,G,['6.7910'],[''],"[['6.3700'], ['6.7900'], ['18.06']]",,5.7,10.3,95.7,0,0,0,0,12.0,1,0
2979,9.521,9,521,0,0,0,0,0,0,0,0,3,0,9,G,"['18.656', ' IDS.160']",[''],"[['6.7700'], ['18.06'], ['18.6501']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2980,9.53,9,53,0,0,0,0,0,0,0,0,4,0,8,U,[''],['9.530'],[['9.40']],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2981,9.530,9,530,0,0,0,0,0,0,0,0,4,0,8,G,[''],['9.53'],[['9.40']],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2982,9.55,9,55,0,0,0,0,0,0,0,0,3,0,6,U,['15.8471'],[''],[],,0.0,0.0,0.0,0,0,0,0,9.0,0,1
2983,9.550,9,550,0,0,0,0,0,0,0,0,3,0,6,G,['15.847'],[''],"[['15.809', '15.814']]",,5.3,8.54,0.0,0,0,0,0,9.0,0,1
2984,9.58,9,58,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],"[['6.3900'], ['9.40'], ['18.06']]",,6.0,9.8,13.5,0,0,0,0,12.0,1,0
2985,9.583,9,583,0,0,0,0,0,0,0,0,2,3,7,G,['HST.583'],[''],"[['18.05'], ['18.06']]",,0.0,0.0,0.0,1,0,1,0,12.0,1,0
2986,9.59,9,59,0,0,0,0,0,0,0,1,3,3,6,U,['24.905'],[''],[],,6.27,11.8,9.0,0,0,0,0,12.0,0,1
2987,9.60,9,60,0,0,0,0,0,0,0,1,2,1,9,U,[''],[''],[],,7.0,9.7,6.0,0,0,0,0,12.0,0,1
2988,9.611,9,611,0,0,0,0,0,0,0,0,3,3,6,G,['6.8630'],[''],[['6.4100']],,4.4,12.9,93.0,0,0,0,0,12.0,0,1
2989,9.66,9,66,0,0,0,0,0,0,0,0,3,0,9,U,['6.4120'],['9.660'],"[['6.3700'], ['6.3800'], ['9.40'], ['18.05'], ['6.3900']]",,5.8,7.3,148.0,0,0,0,0,12.0,1,0
2990,9.660,9,660,0,0,0,0,0,0,0,0,3,0,9,G,[''],"['6.4120', ' 9.66']",[],,5.8,7.3,148.0,0,0,0,0,12.0,1,0
2991,9.72,9,72,0,0,0,0,0,0,0,0,2,2,8,U,[''],['9.720'],[],,5.9,8.1,17.0,0,0,0,0,12.0,1,0
2992,9.720,9,720,0,0,0,0,0,0,0,0,2,2,8,G,[''],['9.72'],[],,5.9,8.1,17.0,0,0,0,0,12.0,1,0
2993,9.822,9,822,0,0,0,0,0,0,0,0,4,0,8,G,['14.137'],[''],[],,6.42,6.529999999999999,9.5,0,0,0,0,12.0,0,1
2994,9.85,9,85,0,0,1,0,0,0,0,0,3,0,9,U,[''],[''],[['9.00']],,6.5,7.4,39.3,0,0,0,0,12.0,1,0
2995,9.89,9,89,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,7.0,9.0,2.5,0,1,0,0,0.0,1,1
2996,9.91,9,91,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[['9.00']],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2997,9.919,9,919,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2998,9.921,9,921,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,3.5,15.5,86.5,0,1,0,0,0.0,1,1
2999,9.941,9,941,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
3000,9.980,9,980,0,0,0,0,0,0,0,0,2,0,1,G,"['5.961', ' 8.396', ' 12.396', ' 18.896']",[''],[],,0.0,0.0,0.0,0,0,0,2,3.0,0,1
3001,9.981,9,981,0,0,0,0,0,0,0,0,2,0,1,G,"['5.962', ' 8.397', ' 12.397', ' 18.897']",[''],[],,0.0,0.0,0.0,0,0,0,1,3.0,0,1
3002,9.S911,9,S911,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,7.0,10.0,7.5,0,1,0,0,0.0,1,0
3003,9.S914,9,S914,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.5,10.2,25.0,0,1,0,0,0.0,1,0
3004,9.S915,9,S915,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,7.0,7.0,4.0,0,1,0,0,0.0,1,0
3005,9.THG,9,THG,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,7.0,90.0,43.0,0,1,0,0,0.0,1,1
3006,9.UR,9,UR,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
3007,9.URG,9,URG,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,7.0,10.5,24.0,0,1,0,0,0.0,1,1
3008,AS.101,AS,101,0,0,0,0,0,0,0,0,1,0,1,U,[''],[''],[['AS.111']],,6.6,2.4,29.3,0,0,0,0,2.0,1,0
3009,AS.111,AS,111,0,0,0,0,0,0,0,0,0,2,2,U,[''],[''],[['AS.101']],,6.3,3.7,28.7,0,0,0,0,4.0,1,0
3010,AS.112,AS,112,0,0,0,0,0,0,0,0,0,2,2,U,[''],[''],[['AS.111']],,6.85,3.62,11.0,0,0,0,0,4.0,0,1
3011,AS.201,AS,201,0,0,0,0,0,0,0,0,1,0,1,U,[''],[''],"[['AS.102'], ['AS.211']]",,6.5,2.4,20.3,0,0,0,0,2.0,1,0
3012,AS.211,AS,211,0,0,0,0,0,0,0,0,0,2,2,U,[''],[''],"[['AS.112'], ['AS.201']]",,6.4,3.7,19.7,0,0,0,0,4.0,1,0
3013,AS.212,AS,212,0,0,0,0,0,0,0,0,0,2,2,U,[''],[''],[['AS.211']],,6.75,5.1,8.5,0,0,0,0,4.0,0,1
3014,AS.301,AS,301,0,0,0,0,0,0,0,0,3,0,6,U,[''],[''],"[['AS.202'], ['AS.311']]",,6.3,6.6,6.0,0,0,0,0,9.0,1,0
3015,AS.311,AS,311,0,0,0,0,0,0,0,0,0,2,4,U,[''],[''],"[['AS.212'], ['AS.301']]",,6.2,6.8,15.3,0,0,0,0,6.0,1,0
3016,AS.312,AS,312,0,0,0,0,0,0,0,0,0,2,4,U,[''],[''],[['AS.311']],,6.8,4.8,4.75,0,0,0,0,6.0,0,1
3017,AS.401,AS,401,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],"[['AS.302'], ['AS.411']]",,6.7,7.3,10.7,0,0,0,0,12.0,1,0
3018,AS.411,AS,411,0,0,0,0,0,0,0,0,0,2,4,U,[''],[''],"[['AS.312'], ['AS.401']]",,6.9,9.3,10.3,0,0,0,0,6.0,1,0
3019,AS.412,AS,412,0,0,0,0,0,0,0,0,0,2,4,U,[''],[''],[['AS.411']],,6.77,6.5600000000000005,5.0,0,0,0,0,6.0,0,1
3020,AS.811,AS,811,0,0,0,0,0,0,0,0,0,2,4,U,[''],[''],[['AS.411']],,7.0,4.0,3.5,0,0,0,0,6.0,1,0
3021,AS.812,AS,812,0,0,0,0,0,0,0,0,0,2,4,U,[''],[''],[],,7.0,0.0,5.0,0,0,0,0,6.0,0,1
3022,CC.010,CC,010,0,0,0,0,0,0,0,0,2,0,1,U,[''],['CC.A10'],[],,5.2,3.0,46.5,0,1,0,0,3.0,1,0
3023,CC.011,CC,011,0,0,0,0,0,0,0,0,2,0,1,U,[''],[''],[],,6.0,3.2,23.0,0,1,0,0,3.0,0,1
3024,CC.012,CC,012,0,0,0,0,0,0,0,0,2,0,1,U,[''],[''],[],,6.73,4.23,10.67,0,1,0,0,3.0,1,1
3025,CC.110,CC,110,1,0,0,0,1,0,0,0,3,0,9,U,[''],[''],"[['CC.010'], ['CC.A10']]",,4.6,7.1,36.0,0,0,0,0,12.0,1,0
3026,CC.115,CC,115,1,0,0,0,0,1,0,0,3,0,9,U,[''],[''],[],,5.3,11.3,9.0,0,0,0,0,12.0,1,0
3027,CC.116,CC,116,1,0,0,0,1,0,0,0,4,0,8,U,[''],[''],[],,6.65,8.3,12.5,1,0,0,0,12.0,0,1
3028,CC.120,CC,120,0,1,0,0,0,0,0,0,3,0,9,U,['21H.343'],[''],[],,6.77,9.43,10.0,0,0,0,0,12.0,1,1
3029,CC.1801,CC,1801,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,12.0,1,0
3030,CC.1802,CC,1802,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],"[['CC.010'], ['CC.011'], ['CC.A10'], ['18.01', '18.01A']]",,6.0,10.6,12.7,0,0,1,0,12.0,1,0
3031,CC.200,CC,200,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
3032,CC.210,CC,210,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
3033,CC.220,CC,220,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
3034,CC.5111,CC,5111,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],"[['CC.010'], ['CC.A10']]",,6.6,8.5,32.0,0,0,1,0,12.0,1,0
