no,c1,c2,ch,bio,p1,p2,p-64,f-64,m2-64,m3-64,dac-64,moc-64,dec-64,coc-64,huc-64,cim-64,cim2-64,serc,aus,eecs
15.770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.EPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.URG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.EPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.EPW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.S686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.S918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.S950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.S951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.S953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.THT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.URG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.01A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.100Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.200A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18.4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.9501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.C06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18.S191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.S996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.EPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.EPW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.URG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.BME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.EPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.EPW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.S900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.S901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.S940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.S947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.S948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.S949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.URG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.THT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
